userid,version,sum_gamerounds,retention_1,retention_7
44513,gate_30,248,0,0
44514,gate_30,230,1,0
44515,gate_40,196,0,0
44516,gate_40,149,1,0
44517,gate_30,496,1,0
44518,gate_30,290,0,0
44519,gate_30,373,0,0
44520,gate_40,254,1,0
44521,gate_40,237,1,1
44522,gate_40,512,1,0
44523,gate_40,256,1,0
44524,gate_30,275,1,1
44525,gate_30,179,0,1
44526,gate_30,304,1,0
44527,gate_40,305,1,0
44528,gate_30,549,1,0
44529,gate_40,175,0,0
44530,gate_40,298,1,1
44531,gate_40,144,0,1
44532,gate_30,285,0,1
44533,gate_40,238,0,0
44534,gate_40,258,1,0
44535,gate_40,131,0,0
44536,gate_40,99,0,0
44537,gate_30,124,0,0
44538,gate_40,205,0,0
44539,gate_40,332,1,1
44540,gate_30,259,0,0
44541,gate_30,233,0,1
44542,gate_40,319,0,1
44543,gate_40,243,0,1
44544,gate_30,165,0,1
44545,gate_40,336,0,0
44546,gate_40,150,1,0
44547,gate_40,191,1,0
44548,gate_40,128,0,0
44549,gate_30,188,1,0
44550,gate_30,333,0,0
44551,gate_40,309,1,0
44552,gate_40,232,0,0
44553,gate_40,102,0,0
44554,gate_40,316,0,0
44555,gate_30,231,1,0
44556,gate_30,139,1,0
44557,gate_30,155,1,0
44558,gate_40,390,1,0
44559,gate_40,314,1,0
44560,gate_30,191,0,1
44561,gate_40,357,1,0
44562,gate_30,246,1,1
44563,gate_40,132,0,0
44564,gate_40,479,1,0
44565,gate_40,235,0,1
44566,gate_30,189,1,0
44567,gate_40,388,0,0
44568,gate_30,374,1,0
44569,gate_30,102,0,0
44570,gate_30,293,1,0
44571,gate_30,140,0,0
44572,gate_30,112,1,0
44573,gate_40,260,0,1
44574,gate_30,373,0,0
44575,gate_30,245,1,0
44576,gate_40,151,1,0
44577,gate_40,154,0,0
44578,gate_30,207,0,0
44579,gate_40,261,1,1
44580,gate_40,228,1,1
44581,gate_30,410,0,0
44582,gate_40,186,0,0
44583,gate_40,171,0,1
44584,gate_30,256,0,0
44585,gate_40,398,0,0
44586,gate_40,174,0,1
44587,gate_30,203,0,1
44588,gate_40,199,0,0
44589,gate_40,101,1,0
44590,gate_40,296,1,0
44591,gate_30,122,0,0
44592,gate_30,308,0,0
44593,gate_30,193,1,0
44594,gate_40,186,1,1
44595,gate_30,242,0,0
44596,gate_30,410,1,0
44597,gate_40,156,0,1
44598,gate_30,201,0,1
44599,gate_30,62,0,0
44600,gate_40,233,0,0
44601,gate_30,104,1,0
44602,gate_30,336,1,0
44603,gate_40,173,1,1
44604,gate_30,278,1,0
44605,gate_40,170,0,0
44606,gate_40,163,0,0
44607,gate_30,258,1,1
44608,gate_30,142,0,0
44609,gate_40,257,1,0
44610,gate_30,53,1,0
44611,gate_40,175,1,1
44612,gate_30,328,1,0
44613,gate_40,201,0,1
44614,gate_30,186,0,0
44615,gate_40,178,0,0
44616,gate_30,437,0,0
44617,gate_40,241,0,0
44618,gate_30,179,0,0
44619,gate_40,164,0,0
44620,gate_40,102,1,0
44621,gate_30,315,0,0
44622,gate_30,136,0,0
44623,gate_40,198,0,0
44624,gate_40,312,1,0
44625,gate_40,268,0,0
44626,gate_40,67,0,0
44627,gate_30,268,1,0
44628,gate_30,197,1,0
44629,gate_40,196,1,1
44630,gate_30,339,1,1
44631,gate_30,320,0,0
44632,gate_40,228,0,0
44633,gate_40,193,1,0
44634,gate_40,261,1,0
44635,gate_30,275,0,0
44636,gate_40,198,1,1
44637,gate_40,345,0,0
44638,gate_40,273,0,1
44639,gate_40,234,0,0
44640,gate_40,149,0,0
44641,gate_40,490,0,0
44642,gate_30,475,1,0
44643,gate_40,165,0,1
44644,gate_40,355,1,0
44645,gate_30,275,1,0
44646,gate_30,407,0,1
44647,gate_30,276,0,0
44648,gate_40,182,0,0
44649,gate_40,250,0,0
44650,gate_30,279,0,0
44651,gate_30,221,1,0
44652,gate_30,247,0,0
44653,gate_30,180,1,1
44654,gate_40,282,1,1
44655,gate_40,370,1,0
44656,gate_40,104,1,1
44657,gate_30,139,0,0
44658,gate_40,122,0,0
44659,gate_30,113,1,0
44660,gate_30,282,0,0
44661,gate_40,111,1,1
44662,gate_40,407,0,0
44663,gate_30,102,1,0
44664,gate_30,397,1,0
44665,gate_30,294,0,0
44666,gate_30,188,1,0
44667,gate_40,121,1,0
44668,gate_40,188,1,0
44669,gate_40,129,0,0
44670,gate_30,207,1,1
44671,gate_40,357,1,0
44672,gate_40,155,0,0
44673,gate_30,226,1,0
44674,gate_30,153,0,1
44675,gate_40,133,0,0
44676,gate_30,331,0,0
44677,gate_40,191,1,0
44678,gate_40,332,0,0
44679,gate_30,140,0,0
44680,gate_40,376,0,0
44681,gate_40,326,0,0
44682,gate_30,186,0,1
44683,gate_40,132,1,0
44684,gate_30,85,1,0
44685,gate_40,161,0,0
44686,gate_30,148,1,0
44687,gate_40,502,1,1
44688,gate_40,163,1,0
44689,gate_40,141,0,0
44690,gate_30,228,1,0
44691,gate_30,506,1,0
44692,gate_30,369,1,0
44693,gate_30,229,1,0
44694,gate_30,424,0,0
44695,gate_40,158,0,0
44696,gate_40,80,0,0
44697,gate_40,75,1,0
44698,gate_30,354,0,0
44699,gate_40,167,1,0
44700,gate_40,252,0,1
44701,gate_30,119,1,0
44702,gate_40,204,1,0
44703,gate_30,283,1,1
44704,gate_30,455,0,0
44705,gate_30,311,0,0
44706,gate_40,180,1,0
44707,gate_40,215,0,0
44708,gate_40,496,1,0
44709,gate_30,472,1,1
44710,gate_40,333,1,0
44711,gate_30,149,1,0
44712,gate_30,301,0,1
44713,gate_30,368,0,1
44714,gate_40,378,0,0
44715,gate_40,230,1,0
44716,gate_40,312,0,1
44717,gate_40,329,0,1
44718,gate_30,492,1,0
44719,gate_30,266,0,0
44720,gate_30,216,1,0
44721,gate_30,238,1,0
44722,gate_30,304,0,0
44723,gate_40,401,0,0
44724,gate_40,253,1,0
44725,gate_30,209,1,0
44726,gate_30,184,0,0
44727,gate_30,131,0,1
44728,gate_30,306,1,0
44729,gate_30,202,0,0
44730,gate_40,130,1,0
44731,gate_40,261,0,0
44732,gate_40,154,0,0
44733,gate_40,114,0,0
44734,gate_40,237,0,0
44735,gate_30,203,0,1
44736,gate_30,297,1,0
44737,gate_30,115,0,0
44738,gate_40,150,0,0
44739,gate_40,216,1,0
44740,gate_40,206,0,0
44741,gate_30,196,0,0
44742,gate_40,249,0,0
44743,gate_30,347,0,0
44744,gate_40,364,1,0
44745,gate_30,247,0,0
44746,gate_30,111,0,0
44747,gate_30,132,0,1
44748,gate_40,175,0,0
44749,gate_40,220,0,0
44750,gate_40,190,0,0
44751,gate_30,122,0,0
44752,gate_40,371,0,0
44753,gate_30,180,1,0
44754,gate_30,297,1,0
44755,gate_40,331,1,0
44756,gate_40,257,0,0
44757,gate_40,166,0,1
44758,gate_40,158,1,0
44759,gate_30,219,0,1
44760,gate_30,187,0,0
44761,gate_40,286,0,0
44762,gate_30,166,1,1
44763,gate_40,380,1,0
44764,gate_30,177,1,0
44765,gate_30,451,1,0
44766,gate_40,142,1,0
44767,gate_30,231,0,0
44768,gate_30,257,1,0
44769,gate_40,209,1,0
44770,gate_30,263,0,0
44771,gate_30,313,0,0
44772,gate_40,165,0,0
44773,gate_30,225,1,0
44774,gate_40,240,0,0
44775,gate_40,381,0,1
44776,gate_30,158,0,1
44777,gate_40,183,1,0
44778,gate_40,468,0,0
44779,gate_30,216,0,1
44780,gate_30,447,0,0
44781,gate_30,444,0,0
44782,gate_30,224,1,0
44783,gate_40,62,0,0
44784,gate_30,241,0,0
44785,gate_40,149,0,0
44786,gate_30,194,1,0
44787,gate_40,270,1,0
44788,gate_40,375,0,1
44789,gate_30,408,1,0
44790,gate_30,72,1,0
44791,gate_40,187,0,0
44792,gate_30,408,1,0
44793,gate_30,239,1,0
44794,gate_30,565,1,0
44795,gate_30,202,0,1
44796,gate_30,327,1,0
44797,gate_40,88,1,0
44798,gate_30,91,0,0
44799,gate_30,210,1,0
44800,gate_30,277,0,0
44801,gate_30,105,1,0
44802,gate_30,281,1,0
44803,gate_30,275,0,0
44804,gate_40,128,0,0
44805,gate_40,224,1,0
44806,gate_40,161,1,0
44807,gate_40,375,0,0
44808,gate_30,200,0,1
44809,gate_40,156,1,0
44810,gate_40,482,1,0
44811,gate_30,272,0,0
44812,gate_40,275,0,0
44813,gate_40,168,1,0
44814,gate_40,565,0,0
44815,gate_30,280,1,1
44816,gate_30,106,0,0
44817,gate_40,151,0,0
44818,gate_40,147,0,0
44819,gate_30,119,0,0
44820,gate_40,44,1,0
44821,gate_30,182,0,1
44822,gate_30,344,1,0
44823,gate_30,214,1,0
44824,gate_30,305,0,0
44825,gate_40,72,0,1
44826,gate_40,115,1,0
44827,gate_30,81,1,0
44828,gate_30,311,1,0
44829,gate_40,179,1,0
44830,gate_40,98,0,0
44831,gate_30,257,0,0
44832,gate_40,126,0,0
44833,gate_30,431,0,0
44834,gate_40,325,1,1
44835,gate_30,273,0,0
44836,gate_40,263,0,0
44837,gate_40,296,0,0
44838,gate_40,255,1,0
44839,gate_30,148,1,1
44840,gate_30,104,0,0
44841,gate_30,119,0,0
44842,gate_30,309,1,0
44843,gate_40,102,0,0
44844,gate_30,269,1,0
44845,gate_30,70,1,0
44846,gate_30,361,0,0
44847,gate_30,145,1,0
44848,gate_40,396,0,0
44849,gate_40,449,1,0
44850,gate_40,342,0,0
44851,gate_30,110,0,1
44852,gate_30,278,1,0
44853,gate_40,271,0,0
44854,gate_30,178,0,0
44855,gate_30,130,0,1
44856,gate_30,479,0,0
44857,gate_30,168,1,1
44858,gate_30,181,1,0
44859,gate_30,199,0,0
44860,gate_30,439,1,1
44861,gate_40,491,0,0
44862,gate_40,465,1,0
44863,gate_30,192,1,0
44864,gate_30,799,1,1
44865,gate_30,235,1,0
44866,gate_30,375,0,1
44867,gate_40,240,1,0
44868,gate_40,304,1,0
44869,gate_30,317,0,0
44870,gate_30,179,0,0
44871,gate_30,303,1,0
44872,gate_40,316,1,1
44873,gate_30,150,1,0
44874,gate_30,349,0,1
44875,gate_30,218,0,0
44876,gate_30,301,0,1
44877,gate_30,291,1,0
44878,gate_30,259,0,0
44879,gate_40,393,1,1
44880,gate_40,247,0,0
44881,gate_30,226,1,0
44882,gate_40,65,1,1
44883,gate_40,291,0,0
44884,gate_40,114,0,1
44885,gate_40,164,0,0
44886,gate_30,210,0,0
44887,gate_30,151,0,1
44888,gate_40,216,0,0
44889,gate_30,254,0,0
44890,gate_30,217,1,0
44891,gate_30,206,0,1
44892,gate_30,227,0,0
44893,gate_30,208,1,0
44894,gate_30,330,1,0
44895,gate_30,249,1,1
44896,gate_30,169,1,1
44897,gate_40,173,1,1
44898,gate_40,272,1,0
44899,gate_30,169,1,0
44900,gate_40,325,1,0
44901,gate_40,339,1,0
44902,gate_40,191,0,0
44903,gate_30,326,1,1
44904,gate_40,323,0,0
44905,gate_40,451,1,1
44906,gate_40,31,0,0
44907,gate_40,140,0,1
44908,gate_40,129,0,0
44909,gate_30,260,1,1
44910,gate_40,149,0,0
44911,gate_30,142,1,1
44912,gate_40,302,0,0
44913,gate_40,312,1,0
44914,gate_30,304,1,1
44915,gate_40,208,0,0
44916,gate_40,203,0,0
44917,gate_40,639,1,0
44918,gate_40,418,1,0
44919,gate_40,302,1,0
44920,gate_40,272,0,1
44921,gate_40,245,1,0
44922,gate_40,306,1,0
44923,gate_40,133,1,0
44924,gate_30,147,0,0
44925,gate_30,129,0,0
44926,gate_30,429,1,0
44927,gate_40,376,0,0
44928,gate_30,424,0,0
44929,gate_30,370,1,0
44930,gate_30,320,1,0
44931,gate_30,106,1,0
44932,gate_40,132,0,0
44933,gate_40,371,1,0
44934,gate_30,325,0,0
44935,gate_30,44,1,0
44936,gate_40,455,1,0
44937,gate_40,131,0,0
44938,gate_40,234,0,0
44939,gate_30,345,0,0
44940,gate_40,330,1,0
44941,gate_30,270,0,1
44942,gate_30,130,0,0
44943,gate_40,295,1,0
44944,gate_30,232,0,0
44945,gate_40,174,1,1
44946,gate_30,128,1,1
44947,gate_30,125,1,0
44948,gate_30,366,1,0
44949,gate_30,236,0,0
44950,gate_40,256,1,0
44951,gate_40,184,1,0
44952,gate_30,139,1,0
44953,gate_30,309,0,1
44954,gate_40,385,0,0
44955,gate_40,86,0,0
44956,gate_30,212,0,0
44957,gate_40,69,0,0
44958,gate_40,332,1,0
44959,gate_40,267,0,0
44960,gate_30,165,1,0
44961,gate_40,101,0,0
44962,gate_30,332,0,1
44963,gate_30,198,0,1
44964,gate_30,164,0,0
44965,gate_40,413,0,0
44966,gate_40,216,0,0
44967,gate_30,214,1,1
44968,gate_30,327,0,0
44969,gate_30,301,1,0
44970,gate_30,156,1,0
44971,gate_40,276,0,0
44972,gate_40,479,0,0
44973,gate_40,240,0,0
44974,gate_40,282,0,0
44975,gate_30,301,1,1
44976,gate_40,241,1,0
44977,gate_30,265,0,1
44978,gate_40,251,0,1
44979,gate_30,320,0,0
44980,gate_30,307,1,0
44981,gate_40,365,0,0
44982,gate_30,311,1,0
44983,gate_40,222,0,0
44984,gate_30,400,1,0
44985,gate_30,369,1,0
44986,gate_30,78,0,0
44987,gate_30,100,0,0
44988,gate_30,79,0,0
44989,gate_30,197,1,0
44990,gate_40,226,0,0
44991,gate_30,240,1,0
44992,gate_40,260,1,0
44993,gate_40,138,1,1
44994,gate_30,177,0,1
44995,gate_30,116,0,0
44996,gate_30,234,1,0
44997,gate_40,176,1,1
44998,gate_30,400,1,0
44999,gate_30,227,1,0
45000,gate_30,139,1,0
45001,gate_30,174,1,0
45002,gate_30,329,1,0
45003,gate_30,172,1,1
45004,gate_40,249,1,0
45005,gate_30,364,1,0
45006,gate_40,225,0,0
45007,gate_30,156,0,0
45008,gate_30,147,0,1
45009,gate_40,403,1,1
45010,gate_30,291,1,0
45011,gate_40,104,1,0
45012,gate_40,145,0,0
45013,gate_40,461,0,0
45014,gate_30,532,1,0
45015,gate_30,104,0,0
45016,gate_30,349,1,0
45017,gate_40,195,0,0
45018,gate_40,361,0,0
45019,gate_40,255,0,0
45020,gate_40,359,0,0
45021,gate_30,184,1,0
45022,gate_40,102,0,1
45023,gate_40,205,1,0
45024,gate_40,213,1,0
45025,gate_40,205,1,0
45026,gate_40,334,0,0
45027,gate_40,319,1,1
45028,gate_40,203,0,0
45029,gate_30,164,0,0
45030,gate_30,404,1,0
45031,gate_30,215,1,0
45032,gate_40,125,0,0
45033,gate_40,592,0,0
45034,gate_30,166,1,0
45035,gate_40,535,1,0
45036,gate_40,406,0,0
45037,gate_40,500,0,1
45038,gate_40,410,1,0
45039,gate_40,348,1,0
45040,gate_30,164,1,0
45041,gate_30,232,1,0
45042,gate_30,240,0,0
45043,gate_30,384,1,0
45044,gate_30,144,0,1
45045,gate_30,516,1,0
45046,gate_40,525,1,1
45047,gate_30,219,0,0
45048,gate_40,222,0,0
45049,gate_40,152,0,0
45050,gate_30,186,1,0
45051,gate_40,179,0,0
45052,gate_30,242,0,0
45053,gate_40,151,1,0
45054,gate_40,323,1,0
45055,gate_40,261,0,0
45056,gate_40,261,1,0
45057,gate_30,219,0,0
45058,gate_40,124,1,0
45059,gate_40,446,1,0
45060,gate_40,236,0,0
45061,gate_40,210,0,0
45062,gate_30,386,0,0
45063,gate_30,622,1,1
45064,gate_40,366,1,0
45065,gate_30,136,1,1
45066,gate_30,165,1,0
45067,gate_40,330,1,1
45068,gate_30,237,0,1
45069,gate_30,215,0,0
45070,gate_40,365,0,1
45071,gate_40,302,1,0
45072,gate_30,173,1,1
45073,gate_30,228,1,0
45074,gate_30,93,0,0
45075,gate_40,296,1,0
45076,gate_40,183,0,1
45077,gate_40,225,1,0
45078,gate_40,192,0,0
45079,gate_30,161,0,0
45080,gate_40,136,0,0
45081,gate_40,379,0,1
45082,gate_30,275,0,0
45083,gate_40,183,0,0
45084,gate_40,188,0,0
45085,gate_40,205,0,0
45086,gate_40,178,1,1
45087,gate_40,220,1,1
45088,gate_30,512,0,0
45089,gate_30,162,1,1
45090,gate_30,258,1,1
45091,gate_40,237,1,0
45092,gate_40,133,0,1
45093,gate_30,337,0,0
45094,gate_30,112,0,0
45095,gate_40,353,1,0
45096,gate_40,208,0,0
45097,gate_40,219,1,0
45098,gate_40,357,1,0
45099,gate_30,187,0,0
45100,gate_30,315,0,1
45101,gate_30,221,1,0
45102,gate_30,294,1,1
45103,gate_30,208,0,0
45104,gate_30,262,0,1
45105,gate_40,89,0,0
45106,gate_40,262,1,0
45107,gate_40,77,0,0
45108,gate_30,210,1,0
45109,gate_30,172,0,0
45110,gate_40,92,0,0
45111,gate_30,383,1,0
45112,gate_40,340,1,0
45113,gate_30,120,0,0
45114,gate_30,185,1,0
45115,gate_40,195,0,0
45116,gate_40,388,1,0
45117,gate_30,180,1,0
45118,gate_40,313,0,0
45119,gate_40,236,0,0
45120,gate_40,305,1,0
45121,gate_40,272,1,0
45122,gate_30,203,1,0
45123,gate_40,277,1,1
45124,gate_40,296,0,0
45125,gate_40,242,1,0
45126,gate_30,553,0,0
45127,gate_40,224,0,1
45128,gate_40,165,0,1
45129,gate_30,193,0,0
45130,gate_40,141,0,0
45131,gate_30,176,1,0
45132,gate_40,198,0,0
45133,gate_30,150,1,1
45134,gate_30,164,0,0
45135,gate_30,193,1,0
45136,gate_40,125,0,0
45137,gate_30,364,0,0
45138,gate_40,387,1,0
45139,gate_30,277,1,0
45140,gate_40,332,0,0
45141,gate_40,319,1,0
45142,gate_40,562,0,0
45143,gate_30,590,0,0
45144,gate_40,244,1,0
45145,gate_40,363,1,1
45146,gate_30,223,1,0
45147,gate_30,270,0,0
45148,gate_40,178,1,0
45149,gate_30,301,0,0
45150,gate_40,260,1,0
45151,gate_40,268,0,0
45152,gate_40,230,1,1
45153,gate_40,253,0,0
45154,gate_40,186,1,0
45155,gate_40,157,0,0
45156,gate_40,162,1,1
45157,gate_30,276,0,1
45158,gate_40,248,0,0
45159,gate_40,267,0,1
45160,gate_30,92,0,0
45161,gate_40,351,1,0
45162,gate_40,250,1,0
45163,gate_40,241,1,0
45164,gate_30,242,1,0
45165,gate_40,285,0,1
45166,gate_30,225,0,0
45167,gate_40,245,1,0
45168,gate_40,298,1,0
45169,gate_40,110,1,0
45170,gate_40,185,0,1
45171,gate_30,141,1,0
45172,gate_30,369,0,1
45173,gate_30,285,1,0
45174,gate_30,236,0,0
45175,gate_40,138,0,0
45176,gate_40,170,1,0
45177,gate_30,154,1,0
45178,gate_40,367,1,1
45179,gate_30,343,0,0
45180,gate_30,420,1,0
45181,gate_40,294,0,0
45182,gate_30,147,1,0
45183,gate_40,330,1,0
45184,gate_30,424,0,0
45185,gate_40,247,1,1
45186,gate_40,63,0,1
45187,gate_40,473,0,0
45188,gate_40,424,0,0
45189,gate_30,174,1,0
45190,gate_40,186,0,0
45191,gate_40,257,0,0
45192,gate_30,339,1,0
45193,gate_30,354,0,0
45194,gate_30,241,1,0
45195,gate_40,341,0,1
45196,gate_30,120,0,1
45197,gate_40,190,0,1
45198,gate_30,209,0,1
45199,gate_30,211,0,1
45200,gate_40,66,1,0
45201,gate_40,280,0,1
45202,gate_40,201,0,0
45203,gate_30,322,0,0
45204,gate_30,300,1,0
45205,gate_40,358,0,0
45206,gate_30,242,1,1
45207,gate_40,295,0,0
45208,gate_30,181,1,1
45209,gate_30,225,1,1
45210,gate_40,321,0,1
45211,gate_30,161,0,1
45212,gate_40,266,1,0
45213,gate_30,204,0,0
45214,gate_40,301,0,1
45215,gate_30,180,1,0
45216,gate_40,215,0,0
45217,gate_40,190,0,1
45218,gate_30,219,1,0
45219,gate_40,204,1,0
45220,gate_40,241,1,0
45221,gate_40,590,0,0
45222,gate_30,147,1,0
45223,gate_40,216,0,0
45224,gate_30,249,1,1
45225,gate_40,106,0,0
45226,gate_40,548,0,0
45227,gate_40,296,1,0
45228,gate_30,276,1,1
45229,gate_30,207,0,0
45230,gate_30,217,1,1
45231,gate_40,197,1,0
45232,gate_30,196,0,1
45233,gate_40,103,0,0
45234,gate_30,407,1,1
45235,gate_30,212,1,0
45236,gate_40,221,0,1
45237,gate_30,252,1,0
45238,gate_40,255,1,0
45239,gate_30,178,1,1
45240,gate_30,257,1,0
45241,gate_40,348,0,0
45242,gate_40,57,1,0
45243,gate_40,467,1,1
45244,gate_30,139,0,0
45245,gate_40,230,1,1
45246,gate_30,292,1,0
45247,gate_40,234,1,1
45248,gate_30,174,0,1
45249,gate_40,341,1,1
45250,gate_40,438,0,1
45251,gate_40,286,1,0
45252,gate_30,180,1,0
45253,gate_40,247,1,1
45254,gate_30,189,0,1
45255,gate_40,259,0,0
45256,gate_40,113,1,0
45257,gate_30,213,0,0
45258,gate_40,111,1,0
45259,gate_30,414,1,0
45260,gate_40,233,1,0
45261,gate_40,248,0,0
45262,gate_30,206,1,1
45263,gate_40,140,0,1
45264,gate_40,412,1,1
45265,gate_40,239,1,0
45266,gate_40,320,1,1
45267,gate_40,79,1,0
45268,gate_40,125,1,1
45269,gate_30,292,1,0
45270,gate_30,448,1,0
45271,gate_30,177,0,0
45272,gate_40,141,1,1
45273,gate_30,159,0,0
45274,gate_30,273,0,0
45275,gate_40,180,0,0
45276,gate_30,227,0,0
45277,gate_40,87,0,0
45278,gate_40,285,1,0
45279,gate_40,231,0,0
45280,gate_30,143,0,1
45281,gate_30,289,1,0
45282,gate_40,183,0,1
45283,gate_30,215,1,0
45284,gate_40,219,0,0
45285,gate_30,312,1,0
45286,gate_40,325,1,0
45287,gate_40,205,0,0
45288,gate_30,275,1,1
45289,gate_30,308,0,1
45290,gate_40,236,1,1
45291,gate_40,266,0,0
45292,gate_30,113,1,0
45293,gate_40,428,1,0
45294,gate_40,106,1,0
45295,gate_40,361,1,1
45296,gate_40,212,1,0
45297,gate_40,212,0,0
45298,gate_40,14,0,0
45299,gate_30,135,1,0
45300,gate_40,289,1,0
45301,gate_40,195,0,0
45302,gate_40,293,1,0
45303,gate_30,210,1,0
45304,gate_30,349,1,0
45305,gate_30,384,0,0
45306,gate_30,281,0,0
45307,gate_30,232,0,0
45308,gate_40,135,0,0
45309,gate_30,363,1,1
45310,gate_40,293,0,0
45311,gate_40,446,1,0
45312,gate_30,230,1,0
45313,gate_40,173,1,0
45314,gate_40,213,0,1
45315,gate_30,299,0,0
45316,gate_40,248,0,1
45317,gate_40,240,0,0
45318,gate_30,277,0,0
45319,gate_30,89,0,0
45320,gate_40,253,0,0
45321,gate_30,248,1,0
45322,gate_30,137,1,1
45323,gate_30,396,1,0
45324,gate_40,315,0,1
45325,gate_30,98,0,0
45326,gate_40,202,0,0
45327,gate_30,158,0,1
45328,gate_30,239,1,0
45329,gate_30,365,1,0
45330,gate_40,363,0,0
45331,gate_40,127,1,0
45332,gate_40,178,0,0
45333,gate_40,261,0,0
45334,gate_40,130,1,0
45335,gate_30,131,0,0
45336,gate_40,148,0,1
45337,gate_30,178,1,1
45338,gate_40,341,0,1
45339,gate_40,82,1,0
45340,gate_40,343,0,0
45341,gate_40,149,1,0
45342,gate_30,179,1,0
45343,gate_30,65,1,0
45344,gate_40,135,0,0
45345,gate_30,403,0,0
45346,gate_40,346,0,0
45347,gate_40,174,1,0
45348,gate_30,151,0,0
45349,gate_40,141,1,0
45350,gate_40,183,0,0
45351,gate_30,76,0,0
45352,gate_30,156,0,1
45353,gate_30,118,0,0
45354,gate_30,139,1,0
45355,gate_40,302,0,0
45356,gate_40,265,0,0
45357,gate_30,154,0,0
45358,gate_30,134,1,0
45359,gate_30,158,0,0
45360,gate_30,280,0,0
45361,gate_30,311,1,0
45362,gate_40,268,0,0
45363,gate_30,247,0,1
45364,gate_30,236,1,0
45365,gate_30,370,0,0
45366,gate_30,251,0,0
45367,gate_40,277,1,1
45368,gate_40,432,0,1
45369,gate_30,219,0,0
45370,gate_40,146,1,0
45371,gate_30,167,1,0
45372,gate_30,150,1,0
45373,gate_40,236,0,0
45374,gate_30,255,1,0
45375,gate_40,271,0,0
45376,gate_30,131,1,1
45377,gate_30,197,0,0
45378,gate_40,266,1,0
45379,gate_40,133,1,0
45380,gate_30,202,0,0
45381,gate_30,176,1,0
45382,gate_40,362,1,0
45383,gate_30,297,0,0
45384,gate_40,210,1,1
45385,gate_30,362,0,0
45386,gate_40,482,1,0
45387,gate_30,278,1,0
45388,gate_30,120,0,1
45389,gate_40,245,0,0
45390,gate_40,98,1,0
45391,gate_30,171,0,1
45392,gate_30,134,1,0
45393,gate_30,158,1,0
45394,gate_40,125,0,0
45395,gate_40,353,1,0
45396,gate_40,446,1,0
45397,gate_40,306,0,0
45398,gate_40,61,0,0
45399,gate_30,164,1,0
45400,gate_30,418,1,1
45401,gate_30,407,0,0
45402,gate_30,515,1,0
45403,gate_30,196,0,1
45404,gate_30,213,1,0
45405,gate_40,121,1,0
45406,gate_30,284,1,0
45407,gate_30,279,1,0
45408,gate_40,285,0,0
45409,gate_30,200,0,0
45410,gate_40,223,0,0
45411,gate_30,415,0,0
45412,gate_30,159,1,0
45413,gate_40,312,1,1
45414,gate_30,260,0,0
45415,gate_30,286,0,1
45416,gate_40,159,0,0
45417,gate_30,263,1,0
45418,gate_30,237,1,0
45419,gate_30,584,1,0
45420,gate_30,335,0,0
45421,gate_40,201,1,0
45422,gate_40,365,0,0
45423,gate_40,313,1,1
45424,gate_30,188,0,0
45425,gate_40,124,0,0
45426,gate_40,238,0,0
45427,gate_30,271,0,0
45428,gate_40,221,0,1
45429,gate_30,234,1,0
45430,gate_40,155,0,0
45431,gate_40,84,1,0
45432,gate_30,106,0,0
45433,gate_40,221,1,1
45434,gate_40,125,0,0
45435,gate_40,196,0,1
45436,gate_30,76,1,0
45437,gate_40,140,1,0
45438,gate_40,327,1,0
45439,gate_30,347,1,0
45440,gate_30,122,1,0
45441,gate_40,192,0,0
45442,gate_40,207,1,0
45443,gate_40,247,1,0
45444,gate_40,313,1,0
45445,gate_40,122,0,0
45446,gate_40,247,0,0
45447,gate_30,352,1,0
45448,gate_30,164,1,0
45449,gate_40,397,1,0
45450,gate_40,238,1,0
45451,gate_30,291,1,1
45452,gate_30,249,1,0
45453,gate_40,191,0,1
45454,gate_40,265,0,0
45455,gate_40,350,1,0
45456,gate_40,143,1,0
45457,gate_40,214,0,0
45458,gate_30,145,1,0
45459,gate_40,209,1,0
45460,gate_30,242,1,0
45461,gate_40,290,0,0
45462,gate_40,170,1,1
45463,gate_40,375,1,0
45464,gate_40,108,0,0
45465,gate_40,129,0,0
45466,gate_30,459,1,0
45467,gate_40,450,0,1
45468,gate_30,177,0,0
45469,gate_40,306,0,0
45470,gate_40,170,0,0
45471,gate_30,424,0,0
45472,gate_30,214,0,1
45473,gate_40,167,0,1
45474,gate_30,354,1,0
45475,gate_30,241,0,0
45476,gate_40,407,1,1
45477,gate_40,231,0,0
45478,gate_40,311,0,0
45479,gate_40,103,1,0
45480,gate_40,444,0,0
45481,gate_40,298,1,0
45482,gate_40,261,1,1
45483,gate_30,202,1,0
45484,gate_30,208,0,0
45485,gate_30,314,1,0
45486,gate_40,146,1,0
45487,gate_40,139,0,0
45488,gate_40,485,1,0
45489,gate_40,229,0,0
45490,gate_40,105,1,0
45491,gate_30,258,1,0
45492,gate_40,149,0,0
45493,gate_30,428,1,0
45494,gate_30,208,1,0
45495,gate_40,175,1,1
45496,gate_40,390,1,0
45497,gate_30,391,1,1
45498,gate_40,495,0,1
45499,gate_30,111,0,0
45500,gate_30,229,0,0
45501,gate_40,119,0,1
45502,gate_40,296,0,0
45503,gate_30,117,0,0
45504,gate_40,268,1,0
45505,gate_30,131,1,0
45506,gate_30,181,1,1
45507,gate_30,195,0,0
45508,gate_30,261,1,0
45509,gate_30,344,0,0
45510,gate_30,139,1,1
